candidate_kc_key,candidate_kc_name,question_id,matched_routes,image_tokens,content,answer,analysis,type,options,all_kc_routes
257,实心方阵基本问题,1270,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],运动会上，老师们排成了实心方阵，已知这个方阵最外面一层有$$116$$人，最外层每边有人．,"[""$$30$$""]",边长：$$116\div 4+1=30$$（人）,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1274,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],有$$100$$个人站成一个实心方阵，那么这个方阵的最外层共有人．,"[""$$36$$""]",$$100$$个人站成的方阵为$$10\times 10$$，所以这个方阵的最外层有$$4\times 10-4=36$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1275,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],某校四年级学生排成一个实心方阵，最外一层的人数为$$40$$人．方阵最外层每边有人．这个方阵共有人．,"[""$$11$$"", ""$$121$$""]","方阵最外层每边人数：$$40\div 4+1=11$$（人），
整个方阵共有学生人数：$$11\times 11=121$$（人）．",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1276,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],有$$49$$个人站成一个实心方阵，那么这个方阵的最外层每边有人．,"[""$$7$$""]",$$49$$个人站成的方阵为$$7\times 7$$，所以这个方阵的最外层每边有$$7$$人,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1279,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],四年级一班同学参加了广播操比赛，排成每行$$14$$人，每列$$14$$人的实心方阵，方阵中共有个学生．,"[""$$196$$""]",可以根据“实心方阵总人数$$=$$每边人数$$\times $$每边人数”得到$$14$$行$$14$$列的实心方阵人数为:$$14\times 14=196$$（人）．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1280,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],用$$25$$盆花摆成一个实心方阵，那么方阵最外层每边有盆花．,"[""$$5$$""]",$$5\times5=25$$（盆），所以方阵最外层每边有$$5$$盆花．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1454,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],学校为了庆祝“五一”国际劳动节，在小广场上用花盆摆了一个方阵，最外层有$$100$$盆花，那么，最外层的每边有盆花.,"[""$$26$$""]",$$\left( 100+4 \right)\div 4=26$$(盆),填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1455,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],三年级学生排成一个方阵进行体操表演，最外层人数为$$32$$人，问方阵外层每边有人，这个方阵共有三年级学生人．,"[""B""]",最外层每边：$$32\div4+1=9$$（人）；方阵总数：$$9\times9=81$$（人）．,单选,"{""A"": ""$$8；81$$"", ""B"": ""$$9；81$$"", ""C"": ""$$64；8$$"", ""D"": ""$$8；64$$""}","[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1456,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],实心方阵最外层每边有$$16$$枚棋子，则最外层总数是枚．,"[""$$60$$""]",最外层总数：$$（16-1）\times4=60$$（枚）或$$16\times4-4=60$$（枚）,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1457,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],实心方阵最外层每边有$$16$$枚棋子，则最外层总数是枚．,"[""B""]",最外层总数：$$（16-1）\times4=60$$（枚）．,单选,"{""A"": ""$$59$$"", ""B"": ""$$60$$"", ""C"": ""$$64$$"", ""D"": ""$$72$$""}","[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1458,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],学$$X$$思运动会的开幕式上，老师们排成了实心方阵，有规律的扭动肢体．已知这个方阵最外面一层有$$116$$人，则从外往里数第三层有人，参加排方阵的老师有人,"[""$$100$$"", ""$$900$$""]",第三层：$$116-2\times 8=100$$（人）边长：$$116\div 4+1=30$$（人）总数：$$30\times 30=900$$（人）,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1499,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个实心方阵，最外层每边有$$10$$颗棋子，从外往里数第二层共有颗棋子．,"[""$$28$$""]","最外圈：$$(10-1)\times 4=36$$（颗）．
第二层：$$36-8=28$$（颗）．",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1600,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],为庆祝建校$$16$$周年，学而思学校组织了一场运动会．开幕式上，各年级的代表队依次入场表演．一年级的学生排成了一个实心方阵表演体操，最外面一层每边$$18$$人，（$$1$$）那么整个方阵一共有人.,"[""$$324$$""]",方阵问题，审题要细心，分清最外层、最外边和方阵的总人数．（$$1$$）$$18\times 18=324$$．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1605,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],四年级一班同学参加了广播操比赛，排成每行$$8$$人，每列$$8$$人的方阵，问方阵中共有个学生，如果去掉一行一列．还剩个同学．,"[""$$64$$"", ""$$49$$""]",$$8\times8=64$$（人）．去掉一行一列后，还剩$$7$$行$$7$$列，也可通过同样的方法得出总人数为：$$7\times 7=49$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1610,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],阳光小学的学生在操场上排成一个实心方阵，已知方阵最外面一圈都是男生，往内一圈都是女生，然后是男生$$\cdots \cdots $$如此下去直到最里面．如果男生总数比女生总数多$$52$$人，那么共有学生人 .,"[""$$676$$""]",以相邻的一圈男生和一圈女生为一组．这样的一组里男生比女生多$$8$$人．那么$$52$$里面有$$6$$个$$8$$，也就是$$6$$个这样的组，还余下$$4$$名男生，这$$4$$名男生组成最里层的一个方阵，所以总共有$$2\times 6+1=13$$（层），最里层是$$4$$人，每层人数都递增$$8$$人，最外层为$$4\div 8\times 12=100$$（人）．总人数为$$\left( 4+100 \right)\times 13\div 2=676$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1615,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],某校四年级学生排成一个方阵，最外一层的人数为$$40$$人．那么方阵最外层每边有人，这个方阵共有人．,"[""$$11$$"", ""$$121$$""]",方阵最外层每边人数：$$40\div 4+1=11$$人，整个方阵共有学生人数：$$11\times 11=121$$人．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1669,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],有$$100$$个少先队员参加广播操比赛，排成了一个正方形实心方队，问这个正方形四周站了个少先队员.,"[""$$36$$""]",由$$100=10\times 10$$，$$\left( 10-1 \right)\times 4=36$$（个）．答：这个正方形四周站了$$36$$个少先队员．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1901,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个实心方阵，最外面一层共有$$56$$人，那么，最外层每边有人．,"[""$$15$$""]",最外层每边有：$$56\div 4+1=15$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1903,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],共有$$200$$人排成一个$$5$$层空心方阵，这个方阵最外面一层每边人．如果要在最外面增加一行一列，那么需要增加人．,"[""$$15$$"", ""$$31$$""]",中间层共有：$$200\div 5=40$$（人），所以最外层共有：$$40+8\times 2=56$$（人），每边有$$56\div 4+1=15$$（人）；增加一行一列需要：$$16\times 16-15\times 15=31$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----空心方阵----空心方阵的增减"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1904,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],小明摆了一个实心方阵，最外层用了$$40$$个棋子，共用了枚棋子．,"[""$$121$$""]",最外层每边的棋子数：$$40\div 4+1=11$$ （枚），$$11\times 11=121$$ （枚）棋子．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1905,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],某校三年级的同学排成一个方阵，最外一层的人数为$$80$$人，问最外一层每边上有多少人？这个方阵共有三年级的学生多少人？,"[""D""]",每边人数为$$80\div 4+1=21$$（人）；三年级总人数为$$21\times 21=441$$（人）．,单选,"{""A"": ""$$20$$;$$440$$"", ""B"": ""$$20$$;$$441$$"", ""C"": ""$$21$$;$$440$$"", ""D"": ""$$21$$;$$441$$""}","[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,1907,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个实心方阵，最外边一层每边$$14$$人，那么这个方阵一共人．,"[""$$196$$""]","$$14\times 14=196$$（人）．
故答案为：$$196$$．",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2077,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],四年级排成两个实心方阵表演舞蹈．（2）四年级$$2$$班方阵最外层每边$$10$$人，最外层一共有人．,"[""$$36$$""]",$$(10-1)\times4=36$$（人）或$$10\times4-4=36$$（人）．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2078,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],五年级$$1$$班的实心方阵，最外层共有$$36$$人．（1）这个方阵最外面一层每边有人.,"[""$$10$$""]",最外层每边有$$(36+4)\div 4=10$$人.,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2080,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个实心方阵，最外一层的人数为$$40$$人，问方阵最外层每边有人．,"[""$$11$$""]","$$40\div 4+1=11$$（人）．
故答案为：$$11$$．",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2091,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],共有$$200$$人排成一个$$5$$层空心方阵，这个方阵最外面一层每边人.,"[""$$15$$""]",中间层共有：$$200\div 5=40$$人，所以最外层共有：$$40+8\times 2=56$$人，,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----空心方阵----空心方阵的增减"", ""知识点----应用题模块----方阵问题----空心方阵----空心方阵的增减"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2362,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2362-image_0""]",一年级二班表演武术，一共有$$121$$人参加，他们排成了行列的方阵． question_2362-image_0,"[""$$11$$"", ""$$11$$""]",实心方阵，行数$$=$$列数，$$121=11\times 11$$，所以排成$$11$$行$$11$$列的方阵．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2363,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2363-image_0""]","三年级一班排成实心方阵表演集体舞，方阵最外层每边$$5$$人，最外层一共有人．
 question_2363-image_0","[""$$16$$""]","$$(5-1)\times 4=16$$（人）或$$5\times 4-4=16$$（人）．
故答案为：$$16$$．",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2364,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2364-image_0""]","三年级二班排成了一个实心方阵，最外层有$$36$$人，最外层每边有人．
 question_2364-image_0","[""$$10$$""]",$$36\div 4+1=10$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2365,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""analysis_2365-image_0""]",用$$36$$颗棋子排成一个实心的方阵，这个方阵最外层共有颗棋子．,"[""$$20$$""]"," analysis_2365-image_0 
$$36=6\times6$$，$$(6-1)\times4=20$$（颗）",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2366,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2366-image_0""]","如下图，最外层比第二层（从外向内）多个点，第二层比第三层（从外向内）多个点，第三层比第四层（从外向内）多个点．
 question_2366-image_0","[""$$8$$"", ""$$8$$"", ""$$8$$""]",通过数点可以发现，从外到内，最外层$$28$$个点，第二层$$20$$个点，第三层$$12$$个点，第四层$$4$$个点．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2376,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个实心方阵，最外层有$$32$$人，最外层每边有人．,"[""$$9$$""]",$$32\div 4+1=9$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2638,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2638-image_1""]",一年级二班表演武术，一共有$$49$$人参加，他们排成了行列的实心方阵． question_2638-image_1 ​,"[""$$7$$"", ""$$7$$""]",实心方阵，行数$$=$$列数，$$49=7\times 7$$，所以排成$$7$$行$$7$$列的方阵．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2639,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2639-image_0""]",三年级排成三个实心方阵表演集体舞，一班方阵最外层每边$$5$$人，最外层一共有人． question_2639-image_0,"[""$$16$$""]",$$(5-1)\times4=16$$（人）或$$5\times 4-4=16$$（人）．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2642,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个实心方阵最外层每边$$11$$人，那么这个方阵的最外层共有人．,"[""$$40$$""]",这个方阵的最外层有$$4\times 11-4=40$$（人）．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2726,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2726-image_0""]",如图是一个正方形点阵，这个正方形点阵共有个点． question_2726-image_0,"[""$$49$$""]",$$7\times 7=49$$,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,2727,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""question_2727-image_0""]",如图是一个正方形点阵，最外层共有个点； question_2727-image_0,"[""$$24$$""]",$$7\times 4-4=24$$,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3016,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],"学而思学校组织了一场运动会．开幕式上，各年级的代表队依次入场表演．一年级的学生排成了一个实心方阵表演体操，最外一层每边$$18$$人，
（1）这个实心方阵一共有人；
（2）最外面一层的小朋友一共有人.","[""$$324$$"", ""$$68$$""]","1：$$18\times 18=324$$（人）
2：$$17\times 4=68$$（人）或$$18\times 4-4=68$$（人）.",填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3177,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],五年级$$2$$班的实心方阵，最外层共有$$56$$人．（$$2$$）这个方阵一共有人．,"[""$$15$$""]",共有$$15\times 15=225$$人．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3178,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],五年级$$2$$班的实心方阵，最外层共有$$56$$人．（$$1$$）这个方阵最外层每边有人．,"[""$$15$$""]",最外层每边有：$$56\div 4+1=15$$人.,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3179,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],麦斯小学艺术节，三年级的学生排成了一个实心方阵表演魔术，最外面一层每边$$18$$人，（$$3$$）从外向内数，第$$2$$层每边有人.,"[""$$16$$""]",方阵问题，审题要细心，分清最外层、最外边和方阵的总人数．（$$3$$）每边有$$18-2=16$$人．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3650,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],六年级学生排成实心方阵进行团体操表演，最外层每边$$15$$人，最外层一共有名学生，整个方阵有名学生．,"[""$$56$$"", ""$$225$$""]",$$15\times 4-4=56$$（人）（端点上的学生重复算了一次，所以减$$4$$），$$15\times 15=225$$（人）．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3667,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],五年级$$2$$班的实心方阵，最外层共有$$56$$人．（$$1$$）这个方阵最外层每边有人．（$$2$$）这个方阵一共有人．,"[""$$15$$"", ""$$225$$""]",最外层每边有：$$56\div 4+1=15$$人，所以共有$$15\times 15=225$$人．,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3692,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],一个表演方阵的最外层每边有$$10$$人，这个方阵一共有（ ）人．,"[""A""]","方阵的最外层每边有$$10$$个人相当于这个方阵有十行十列，
那么这个方阵的总人数是$$10\times10=100$$人．",单选,"{""A"": ""$$10\\times 10$$"", ""B"": ""$$(10-1)\\times (10-1)$$"", ""C"": ""$$(10+1)\\times (10+1)$$"", ""D"": ""$$10\\times (10-1)$$""}","[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3693,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],四年级一班同学参加了广播操比赛，排成每行$$8$$人，每列$$8$$人的实心方阵，问方阵中共有（ ）学生．,"[""A""]",$$8\times8=64$$（人）,单选,"{""A"": ""$$64$$"", ""B"": ""$$54$$"", ""C"": ""$$44$$"", ""D"": ""$$34$$""}","[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,3871,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],某校三年级的同学排成一个实心方阵．最外层每边$$10$$人，问方阵共有多少三年级学生？（ ）,"[""B""]",实心方阵，$$10\times 10=100$$（人）．,单选,"{""A"": ""$$81$$"", ""B"": ""$$100$$"", ""C"": ""$$121$$"", ""D"": ""$$144$$""}","[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4348,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]","[""analysis_4348-image_0"", ""question_4348-image_0""]",三年级二班排成了一个实心方阵，最外层有$$36$$人，（1）圈一圈，将方阵最外层分成相同的四份．（2）最外层每边有人． question_4348-image_0,"[""$$10$$""]",（1） analysis_4348-image_0 （2)$$36\div 4+1=10$$（人）．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4617,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],有$$100$$个人站成一个实心方阵，那么这个方阵的最外层共有人．,"[""$$36$$""]",100个人站成的方阵为$$10\times 10$$，所以这个方阵的最外层有$$4\times 10-4=36$$人 .,填空,{},"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4618,"[""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],某校四年级学生排成一个方阵，最外一层的人数为$$40$$人．问方阵最外层每边有人，这个方阵共有人．,"[""$$11$$"", ""$$121$$""]",方阵最外层每边人数：$$40\div 4+1=11$$人，整个方阵共有学生人数：$$11\times 11=121$$人．,填空,{},"[""拓展思维----应用题模块----方阵问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4620,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],运动会上，老师们排成了实心方阵，已知这个方阵最外面一层有$$116$$人，则从外往里数第三层有人，参加排方阵的老师有人．,"[""$$100$$"", ""$$900$$""]",第三层：$$116-2\times 8=100$$（人）边长：$$116\div 4+1=30$$（人）总数：$$30\times 30=900$$（人）,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4755,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],为庆祝建校$$16$$周年，学而思学校组织了一场运动会．开幕式上，各年级的代表队依次入场表演．一年级的学生排成了一个实心方阵表演体操，最外面一层每边$$18$$人，（$$2$$）最外面一层有人．,"[""$$68$$""]",方阵问题，审题要细心，分清最外层、最外边和方阵的总人数．（$$2$$）最外面一层有$$17\times 4=68$$或$$18\times 4-4=68$$人．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4756,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],为庆祝建校$$16$$周年，学而思学校组织了一场运动会．开幕式上，各年级的代表队依次入场表演．一年级的学生排成了一个实心方阵表演体操，最外面一层每边$$18$$人，（$$3$$）从外向内数，第$$2$$层每边有人，第$$2$$层一共有人．,"[""$$16$$"", ""$$60$$""]",方阵问题，审题要细心，分清最外层、最外边和方阵的总人数．（$$3$$）每边有$$18-2=16$$人；$$15\times 4=60$$或$$68-8=60$$人．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4757,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],为庆祝建校$$16$$周年，学而思学校组织了一场运动会．开幕式上，各年级的代表队依次入场表演．一年级的学生排成了一个实心方阵表演体操，最外面一层每边$$18$$人，（$$4$$）最外面三层共有人．,"[""$$180$$""]",方阵问题，审题要细心，分清最外层、最外边和方阵的总人数．（$$4$$）$$60\times 3=180$$或$$68+60+52=180$$人．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
257,实心方阵基本问题,4758,"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]",[],为庆祝建校$$16$$周年，学而思学校组织了一场运动会．开幕式上，各年级的代表队依次入场表演．一年级的学生排成了一个实心方阵表演体操，最外面一层每边$$18$$人，（$$5$$）这个方阵共有层．,"[""$$9$$""]",方阵问题，审题要细心，分清最外层、最外边和方阵的总人数．（$$5$$）每向里面一层，每边少两个人，$$18\div 2=9$$层，一共有$$9$$层．,填空,{},"[""知识点----应用题模块----方阵问题----实心方阵----实心方阵基本问题"", ""拓展思维----应用题模块----方阵问题----实心方阵----实心方阵基本问题""]"
